nazwa,miasto,branza,kod
WATT SPÓŁKA AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ,Sosnowiec,Obróbka mechaniczna elementów metalowych,"['25', '62', 'Z']"
WATT SPÓŁKA AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ,Sosnowiec,Produkcja grzejników i kotłów centralnego ogrzewania,"['25', '21', 'Z']"
WATT SPÓŁKA AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ,Sosnowiec,Wytwarzanie i przetwarzanie produktów rafinacji ropy naftowej,"['19', '20', 'Z']"
WATT SPÓŁKA AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ,Sosnowiec,"Produkcja pozostałych wyrobów z drewna; Produkcja wyrobów z korka, słomy i materiałów używanych do wyplatania","['16', '29', 'Z']"
WATT SPÓŁKA AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ,Sosnowiec,Chów i hodowla pozostałych zwierząt,"['01', '49', 'Z']"
WATT SPÓŁKA AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ,Sosnowiec,Naprawa i konserwacja urządzeń elektrycznych,"['33', '14', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,"Uprawa zbóż, roślin strączkowych i roślin oleistych na nasiona, z wyłączeniem ryżu","['01', '11', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Uprawa ryżu,"['01', '12', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,"Uprawa warzyw, włączając melony oraz uprawa roślin korzeniowych i roślin bulwiastych","['01', '13', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Uprawa trzciny cukrowej,"['01', '14', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Uprawa tytoniu,"['01', '15', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Uprawa roślin włóknistych,"['01', '16', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Pozostałe uprawy rolne inne niż wieloletnie,"['01', '19', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Uprawa winogron,"['01', '21', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Uprawa drzew i krzewów owocowych tropikalnych i podzwrotnikowych,"['01', '22', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Uprawa drzew i krzewów owocowych cytrusowych,"['01', '23', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Uprawa drzew i krzewów owocowych ziarnkowych i pestkowych,"['01', '24', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Uprawa pozostałych drzew i krzewów owocowych oraz orzechów,"['01', '25', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Uprawa drzew oleistych,"['01', '26', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Uprawa roślin wykorzystywanych do produkcji napojów,"['01', '27', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Uprawa roślin przyprawowych i aromatycznych oraz roślin wykorzystywanych do produkcji leków i wyrobów farmaceutycznych,"['01', '28', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Uprawa pozostałych roślin wieloletnich,"['01', '29', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Rozmnażanie roślin,"['01', '30', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Chów i hodowla bydła mlecznego,"['01', '41', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Chów i hodowla pozostałego bydła i bawołów,"['01', '42', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Chów i hodowla koni i pozostałych zwierząt koniowatych,"['01', '43', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Chów i hodowla wielbłądów i zwierząt wielbłądowatych,"['01', '44', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Chów i hodowla owiec i kóz,"['01', '45', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Chów i hodowla świń,"['01', '46', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Chów i hodowla drobiu,"['01', '47', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Chów i hodowla pozostałych zwierząt,"['01', '49', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Uprawy rolne połączone z chowem i hodowlą zwierząt (działalność mieszana),"['01', '50', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Działalność usługowa wspomagająca produkcję roślinną,"['01', '61', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Działalność usługowa wspomagająca chów i hodowlę zwierząt gospodarskich,"['01', '62', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Działalność usługowa następująca po zbiorach,"['01', '63', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Obróbka nasion dla celów rozmnażania roślin,"['01', '64', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,"Łowiectwo i pozyskiwanie zwierząt łownych, włączając działalność usługową","['01', '70', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,"Gospodarka leśna i pozostała działalność leśna, z wyłączeniem pozyskiwania produktów leśnych","['02', '10', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Pozyskiwanie drewna,"['02', '20', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,"Pozyskiwanie dziko rosnących produktów leśnych, z wyłączeniem drewna","['02', '30', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Działalność usługowa związana z leśnictwem,"['02', '40', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Wydobywanie węgla kamiennego,"['05', '10', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Wydobywanie węgla brunatnego (lignitu),"['05', '20', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Górnictwo ropy naftowej,"['06', '10', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Górnictwo gazu ziemnego,"['06', '20', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Górnictwo rud żelaza,"['07', '10', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Górnictwo rud uranu i toru,"['07', '21', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Górnictwo pozostałych rud metali nieżelaznych,"['07', '29', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,"Wydobywanie kamieni ozdobnych oraz kamienia dla potrzeb budownictwa, skał wapiennych, gipsu, kredy i łupków","['08', '11', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Wydobywanie żwiru i piasku; Wydobywanie gliny i kaolinu,"['08', '12', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Wydobywanie minerałów dla przemysłu chemicznego oraz do produkcji nawozów,"['08', '91', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Wydobywanie torfu,"['08', '92', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Wydobywanie soli,"['08', '93', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,"Pozostałe górnictwo i wydobywanie, gdzie indziej niesklasyfikowane","['08', '99', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Działalność usługowa wspomagająca eksploatację złóż ropy naftowej i gazu ziemnego,"['09', '10', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Działalność usługowa wspomagająca pozostałe górnictwo i wydobywanie,"['09', '90', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,"Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu","['10', '11', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Przetwarzanie i konserwowanie mięsa z drobiu,"['10', '12', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,"Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego","['10', '13', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,"Przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków","['10', '20', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Przetwarzanie i konserwowanie ziemniaków,"['10', '31', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja soków z owoców i warzyw,"['10', '32', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Pozostałe przetwarzanie i konserwowanie owoców i warzyw,"['10', '39', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja olejów i pozostałych tłuszczów płynnych,"['10', '41', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja margaryny i podobnych tłuszczów jadalnych,"['10', '42', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Przetwórstwo mleka i wyrób serów,"['10', '51', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja lodów,"['10', '52', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Wytwarzanie produktów przemiału zbóż,"['10', '61', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Wytwarzanie skrobi i wyrobów skrobiowych,"['10', '62', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja pieczywa; Produkcja świeżych wyrobów ciastkarskich i ciastek,"['10', '71', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja sucharów i herbatników; Produkcja konserwowanych wyrobów ciastkarskich i ciastek,"['10', '72', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,"Produkcja makaronów, klusek, kuskusu i podobnych wyrobów mącznych","['10', '73', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja cukru,"['10', '81', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,"Produkcja kakao, czekolady i wyrobów cukierniczych","['10', '82', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Przetwórstwo herbaty i kawy,"['10', '83', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja przypraw,"['10', '84', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Wytwarzanie gotowych posiłków i dań,"['10', '85', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja artykułów spożywczych homogenizowanych i żywności dietetycznej,"['10', '86', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,"Produkcja pozostałych artykułów spożywczych, gdzie indziej niesklasyfikowana","['10', '89', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja gotowej paszy dla zwierząt gospodarskich,"['10', '91', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja gotowej karmy dla zwierząt domowych,"['10', '92', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,"Destylowanie, rektyfikowanie i mieszanie alkoholi","['11', '01', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja win gronowych,"['11', '02', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja cydru i pozostałych win owocowych,"['11', '03', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja pozostałych niedestylowanych napojów fermentowanych,"['11', '04', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja piwa,"['11', '05', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja słodu,"['11', '06', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja napojów bezalkoholowych; Produkcja wód mineralnych i pozostałych wód butelkowanych,"['11', '07', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja wyrobów tytoniowych,"['12', '00', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja przędzy bawełnianej,"['13', '10', 'A']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja przędzy wełnianej,"['13', '10', 'B']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja przędzy z włókien chemicznych,"['13', '10', 'C']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,"Produkcja przędzy z pozostałych włókien tekstylnych, włączając produkcję nici","['13', '10', 'D']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja tkanin bawełnianych,"['13', '20', 'A']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja tkanin wełnianych,"['13', '20', 'B']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja tkanin z włókien chemicznych,"['13', '20', 'C']"
